fileName;size;time;isSortingEnabled;orderingType;nThreads;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;1031;36259;false;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;992;33613;false;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;1024;38208;false;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;1010;34846;false;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;1023;35643;false;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;860;31555;true;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;863;32139;true;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;869;30164;true;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;875;30372;true;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;862;31142;true;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;872;30178;true;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;884;31243;true;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;881;31562;true;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;870;31180;true;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/UNIFORM_ALL_1.ctw;885;34839;true;RANDOM;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;71;52;false;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;72;46;false;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;71;52;false;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;68;47;false;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;68;55;false;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;73;54;false;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;68;51;false;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;69;58;false;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;72;60;false;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;66;51;false;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;68;57;true;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;72;59;true;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;74;53;true;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;71;59;true;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;66;48;true;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;73;61;true;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;70;53;true;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;70;50;true;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;71;58;true;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;72;57;true;AS_DECLARED;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;70;51;false;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;64;50;false;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;69;53;false;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;71;53;false;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;72;54;false;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;72;52;false;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;67;54;false;IN_ORDER_SIZE_DESC;32;;;;;;;
