fileName;size;time;isSortingEnabled;nThreads
ADD_MCAC_3.txt;1769;62023;true;32
ADD_MCAC_3.txt;1795;66976;true;32
ADD_MCAC_3.txt;1764;59700;true;32
ADD_MCAC_3.txt;1769;62700;true;32
ADD_MCAC_3.txt;1787;67706;true;32
ADD_MCAC_3.txt;1795;66976;true;32
ADD_MCAC_3.txt;1764;59700;true;32
ADD_MCAC_3.txt;1769;62700;true;32
ADD_MCAC_3.txt;1787;67706;true;32
ADD_BOOLC_2.txt;32;102;false;32
ADD_BOOLC_2.txt;37;100;false;32
ADD_BOOLC_2.txt;38;101;false;32
ADD_BOOLC_2.txt;35;115;false;32
ADD_BOOLC_2.txt;34;89;false;32
ADD_BOOLC_2.txt;37;90;false;32
ADD_BOOLC_2.txt;35;102;false;32
ADD_BOOLC_2.txt;38;98;false;32
ADD_BOOLC_2.txt;38;96;false;32
ADD_BOOLC_2.txt;35;86;false;32
ADD_BOOLC_2.txt;6;103;true;32
ADD_BOOLC_2.txt;5;85;true;32
ADD_BOOLC_2.txt;5;83;true;32
ADD_BOOLC_2.txt;6;83;true;32
ADD_BOOLC_2.txt;6;103;true;32
ADD_BOOLC_2.txt;4;80;true;32
ADD_BOOLC_2.txt;5;102;true;32
ADD_BOOLC_2.txt;7;84;true;32
ADD_BOOLC_2.txt;5;97;true;32
ADD_BOOLC_2.txt;6;79;true;32
ADD_MCAC_2.txt;2291;44211;false;32
ADD_MCAC_2.txt;2278;44723;false;32
ADD_MCAC_2.txt;2359;46024;false;32
ADD_MCAC_2.txt;2366;47611;false;32
ADD_MCAC_2.txt;2346;47968;false;32
ADD_MCAC_2.txt;2387;45516;false;32
ADD_MCAC_2.txt;2313;46291;false;32
ADD_MCAC_2.txt;2328;45342;false;32
ADD_MCAC_2.txt;2292;44453;false;32
ADD_MCAC_2.txt;2309;44942;false;32
ADD_MCAC_2.txt;-1;-1;true;32
ADD_MCAC_2.txt;-1;-1;true;32
ADD_MCAC_2.txt;-1;-1;true;32
ADD_MCAC_2.txt;-1;-1;true;32
ADD_MCAC_2.txt;-1;-1;true;32
ADD_MCAC_2.txt;-1;-1;true;32
ADD_MCAC_2.txt;-1;-1;true;32
ADD_MCAC_2.txt;-1;-1;true;32
ADD_MCAC_2.txt;-1;-1;true;32
ADD_MCAC_2.txt;-1;-1;true;32
MCA_1.txt;2131;19661;false;32
MCA_1.txt;2155;20489;false;32
MCA_1.txt;2140;19420;false;32
MCA_1.txt;2131;18701;false;32
MCA_1.txt;2141;18059;false;32
MCA_1.txt;2164;19364;false;32
MCA_1.txt;2143;19342;false;32
MCA_1.txt;2128;19238;false;32
MCA_1.txt;2134;18237;false;32
MCA_1.txt;2178;16244;false;32
MCA_1.txt;2254;99128;true;32
MCA_1.txt;2289;215850;true;32
MCA_1.txt;2355;202472;true;32
MCA_1.txt;2364;144766;true;32
MCA_1.txt;2312;79675;true;32
MCA_1.txt;2254;99128;true;32
MCA_1.txt;2289;215850;true;32
MCA_1.txt;2307;249102;true;32
MCA_1.txt;2275;216785;true;32
MCA_1.txt;2340;216068;true;32
MCA_2.txt;1376;6485;false;32
MCA_2.txt;1381;6266;false;32
MCA_2.txt;1380;4552;false;32
MCA_2.txt;1376;6172;false;32
MCA_2.txt;1378;6683;false;32
MCA_2.txt;1377;6022;false;32
MCA_2.txt;1376;6045;false;32
MCA_2.txt;1382;4312;false;32
MCA_2.txt;1380;4702;false;32
MCA_2.txt;1379;6213;false;32
MCA_2.txt;1382;26826;true;32
MCA_2.txt;1377;12441;true;32
MCA_2.txt;1377;8606;true;32
MCA_2.txt;1377;16997;true;32
MCA_2.txt;1378;17010;true;32
MCA_2.txt;1379;14890;true;32
MCA_2.txt;1378;14760;true;32
MCA_2.txt;1380;15540;true;32
MCA_2.txt;1377;15706;true;32
MCA_2.txt;1376;6832;true;32
UNIFORM_BOOLEAN_0.txt;19;5;false;32
UNIFORM_BOOLEAN_0.txt;18;5;false;32
UNIFORM_BOOLEAN_0.txt;15;5;false;32
UNIFORM_BOOLEAN_0.txt;14;5;false;32
UNIFORM_BOOLEAN_0.txt;17;4;false;32
UNIFORM_BOOLEAN_0.txt;16;4;false;32
UNIFORM_BOOLEAN_0.txt;16;4;false;32
UNIFORM_BOOLEAN_0.txt;18;5;false;32
UNIFORM_BOOLEAN_0.txt;16;5;false;32
UNIFORM_BOOLEAN_0.txt;18;5;false;32
UNIFORM_BOOLEAN_0.txt;18;4;true;32
UNIFORM_BOOLEAN_0.txt;20;4;true;32
UNIFORM_BOOLEAN_0.txt;16;4;true;32
UNIFORM_BOOLEAN_0.txt;16;5;true;32
UNIFORM_BOOLEAN_0.txt;18;8;true;32
UNIFORM_BOOLEAN_0.txt;14;5;true;32
UNIFORM_BOOLEAN_0.txt;19;5;true;32
UNIFORM_BOOLEAN_0.txt;21;4;true;32
UNIFORM_BOOLEAN_0.txt;17;4;true;32
UNIFORM_BOOLEAN_0.txt;17;5;true;32
UNIFORM_ALL_4.txt;588;306;false;32
UNIFORM_ALL_4.txt;583;312;false;32
UNIFORM_ALL_4.txt;585;305;false;32
UNIFORM_ALL_4.txt;579;312;false;32
UNIFORM_ALL_4.txt;586;408;false;32
UNIFORM_ALL_4.txt;590;317;false;32
UNIFORM_ALL_4.txt;580;359;false;32
UNIFORM_ALL_4.txt;573;309;false;32
UNIFORM_ALL_4.txt;581;322;false;32
UNIFORM_ALL_4.txt;584;377;false;32
UNIFORM_ALL_4.txt;578;311;true;32
UNIFORM_ALL_4.txt;570;377;true;32
UNIFORM_ALL_4.txt;575;392;true;32
UNIFORM_ALL_4.txt;592;365;true;32
UNIFORM_ALL_4.txt;584;309;true;32
UNIFORM_ALL_4.txt;571;287;true;32
UNIFORM_ALL_4.txt;567;279;true;32
UNIFORM_ALL_4.txt;594;297;true;32
UNIFORM_ALL_4.txt;581;307;true;32
UNIFORM_ALL_4.txt;575;425;true;32
